category|osm_id|lat|lon|name|amenity|shop|wheelchair|cuisine|toilets|toilets:wheelchair|tourism|alt_name|building|opening_hours|wikipedia|atm|outdoor_seeting|diet|diet:vegetarian|phone|denomination|transport|health|sport|accommo
21|W138843643|45.4338074|12.3205168|Palazzina Briati - Università Ca' Foscari|school||||||||||||||||||||
72|W138843688|45.433262400000004|12.3256548||||||||||yes||||||||||||
72|W138843730|45.441239200000005|12.3304456||||||||||yes||||||||||||
72|W138843750|45.4401511|12.3225234||||||||||yes||||||||||||
50|W138843762|45.441318700000004|12.3306755|Chiesa di San Stae|place_of_worship||||||||church||it:Chiesa di San Stae||||||roman_catholic||||
50|W138843829|45.4456809|12.325774000000001||place_of_worship||||||||church||||||||||||
21|W138843832|45.4449663|12.3174194||||||||||school||||||||||||
50|W138843914|45.4333829|12.3222886|Santa Maria dei Carmini|place_of_worship||yes|||||Carmini|church||it:Chiesa di Santa Maria dei Carmini||||||||||
145|W138985067|45.4383356|12.3309835|Campiello Albrizzi|||||||||||||||||||||
88|W138985084|45.441043900000004|12.3248274||||||||||||||||||||||
6|W138986369|45.4384515|12.319375||||||||||hotel||||||||||||
131|W138988533|45.4480957|12.330042500000001|||||||||||||||||||||soccer|
171|W138995521|45.4302375|12.334502|Rio della Salute|||||||||||||||||||||
131|W138997432|45.427780600000006|12.3639968|Stadio Pier Luigi Penzo||||||||||||||||||||soccer|
131|W138997436|45.439439799999995|12.3589767|||||||||||||||||||||soccer|
40|W138998947|45.4277226|12.3433966||||||||||||||||||||||
132|W140873198|45.423769799999995|12.3259452||||||||||||||||||||||
50|W142022168|45.449100200000004|12.3470357|San Michele in Isola|place_of_worship||||||||church||it:Chiesa di San Michele in Isola||||||||||
72|W142022810|45.4491386|12.347054400000001||||||||||yes||||||||||||
50|W142378731|45.4465171|12.3326412|Madonna dell'Orto|place_of_worship||||||||church||de:Madonna dell’Orto||||||catholic||||
72|W142378755|45.439816|12.332406||||||||||yes||||||||||||
171|W148147389|45.4489065|12.3649021|Canale d. Marani|||||||||||||||||||||
145|W149615392|45.4398533|12.339078500000001|Campo Santa Maria Nova|||||||||||||||||||||
145|W149757083|45.439899700000005|12.3362512|Campiello del Lion Bianco|||||||||||||||||||||
145|W149907139|45.4390218|12.339265300000001|Corte dei Miracoli|||||||||||||||||||||
145|W150810662|45.4402008|12.3388787|Campiello Crosetta|||||||||||||||||||||
145|W151202946|45.43974620000001|12.3368009|Campiello Riccardo Selvatico|||||||||||||||||||||
145|W151230950|45.4396579|12.3371375|Campiello Flaminio Corner|||||||||||||||||||||
16|W152620268|45.440124100000006|12.3356309|Palazzo Mangilli|public_building||||||||yes||it:Palazzo Smith Mangilli Valmarana||||||||||
145|W152678964|45.43907720000001|12.3366916|Corte Civran|||||||||||||||||||||
145|W152753976|45.439396200000004|12.3367541|Corte del Remer|||||||||||||||||||||
145|W152821190|45.438598|12.337715300000001|Corte Morosina|||||||||||||||||||||
145|W152821193|45.438663399999996|12.3374948|Corte de Ca' Amadi|||||||||||||||||||||
145|W152926918|45.438954100000004|12.3374844|Corte Prima del Milion||||||||Corte del Forno|||||||||||||
145|W152926919|45.439094299999994|12.3377126|Corte del Teatro Malibran|||||||||||||||||||||
145|W152974712|45.4387895|12.337883999999999|Corte Seconda del Milion|||||||||||||||||||||
50|W153483298|45.4392537|12.3422024|Basilica dei santi Giovanni e Paolo|place_of_worship||||||attraction||church|Mo-Sa 09:00-18:00; Su 12:00-18:00|it:Basilica dei Santi Giovanni e Paolo (Venezia)||||||roman_catholic||||
145|W153655852|45.44098820000001|12.339070300000001|Corte Batagia|||||||||||||||||||||
145|W154070231|45.4408311|12.3399964|Campiello Stella|||||||||||||||||||||
145|W154245378|45.4416936|12.3393769|Corte Contarina|||||||||||||||||||||
145|W154679141|45.4413907|12.3395853|Campiello de la Madonna||||||||Campiello de la Madona|||||||||||||
50|W154856677|45.424954299999996|12.332384800000002|Chiesa del Redentore|place_of_worship||limited||||attraction||church||it:Basilica del Redentore||||||catholic||||
145|W154857340|45.4414575|12.340514599999999|Corte del Pozeto d'Oro|||||||||||||||||||||
145|W155141941|45.44051210000001|12.3377675|Campiello de la Cason|||||||||||||||||||||
145|W155778526|45.4411644|12.337779199999998|Campiello Valmarana|||||||||||||||||||||
145|W156342445|45.4413646|12.33873|Corte Malipiero|||||||||||||||||||||
145|W156642749|45.441886600000004|12.3385341|Corte del Remer|||||||||||||||||||||
145|W157071921|45.441914000000004|12.3369761|Corte del Squero|||||||||||||||||||||
145|W157165707|45.4414623|12.3366087|Corte Barbaro|||||||||||||||||||||
145|W157378663|45.4384479|12.3393134|Campo Santa Marina|||||||||||||||||||||
145|W157429707|45.43874279999999|12.3391528|Campiello Santa Marina|||||||||||||||||||||
145|W157429710|45.438575799999995|12.3390261|Campiello de la Chiesa|||||||||||||||||||||
72|W157571079|45.436675799999996|12.326438699999999||||||||||yes||||||||||||
145|W157597719|45.438775799999995|12.340451|Corte Borella|||||||||||||||||||||
145|W157597724|45.439039799999996|12.340548199999999|Corte del Cafetier|||||||||||||||||||||
72|W157601115|45.4375512|12.333198800000002||||||||||||||||||||||
145|W157935933|45.4383275|12.3384743|Corte Spechiera|||||||||||||||||||||
145|W158718746|45.437751299999995|12.3394478|Corte del Volto|||||||||||||||||||||
145|W159314769|45.4409023|12.3411476|Corte Cortese|||||||||||||||||||||
145|W159314774|45.440755100000004|12.341455300000002|Corte Nova|||||||||||||||||||||
145|W159479697|45.4409559|12.3413853|Corte del Paludo|||||||||||||||||||||
145|W160088406|45.4420453|12.3395642|Campiello de la Pietà|||||||||||||||||||||
145|W160088407|45.441938799999996|12.340002499999999|Corte de la Carità|||||||||||||||||||||
145|W160088408|45.441869399999995|12.339812400000001|Corte Maffioletti|||||||||||||||||||||
145|W160906621|45.442312799999996|12.3393167|Campiello dei Felzi|||||||||||||||||||||
145|W161033703|45.44233070000001|12.339996699999999|Campo del Tiziano|||||||||||||||||||||
149|W162227289|45.44088370000001|12.3339125|Ca' d'Oro|||||||museum||yes|Mo 09:00-14:00; Tu-Su 09:00-19:00; Jan 1off; Dec 25 off|de:Ca’ d’Oro|||||+39 041 5222349|||||
72|W162227292|45.4409949|12.3348993||||||||||yes||||||||||||
72|W162509016|45.4466785|12.3324769||||||||||yes||||||||||||
145|W162543471|45.4424481|12.3367868|Corte Grassi|||||||||||||||||||||
145|W162679897|45.4427542|12.3357947|Corte del Squero Vecchio|||||||||||||||||||||
50|W162035005|45.4347359|12.3436026|Chiesa di San Zaccaria|place_of_worship||||||attraction||church|Mo-Sa 10:00-12:00, 16:00-18:00; Su 16:00-18:00|it:Chiesa di San Zaccaria||||||catholic||||
72|W162951036|45.4392311|12.3371431||||||||||||||||||||||
72|W162951037|45.4401988|12.338519999999999||||||||||||||||||||||
145|W163205986|45.44158970000001|12.335484300000001|Campiello Priuli|||||||||||||||||||||
145|W164683486|45.4426446|12.3347929|Corte dei Preti|||||||||||||||||||||
72|W164684905|45.4376492|12.3363687||||||||||||||||||||||
145|W164922522|45.4417908|12.3331346|Campo San Felice|||||||||||||||||||||
145|W164951681|45.4427528|12.3341332|Corte Molin|||||||||||||||||||||
145|W164951683|45.442287799999995|12.333397699999999|Corte dei Fiori|||||||||||||||||||||
72|W166138926|45.4364142|12.336684||||||||||yes||||||||||||
145|W166171811|45.437955200000005|12.336455800000001|Corte de la Regina|||||||||||||||||||||
50|W166171823|45.4356479|12.3323742|Chiesa di San Beneto|place_of_worship||||||||church||it:Chiesa di San Beneto||||||catholic||||
145|W166251377|45.4330537|12.311761500000001|Calle dei Sechi|||||||||||||||||||||
145|W166266471|45.4375514|12.3361103|Corte de la Cerva|||||||||||||||||||||
145|W166266477|45.4377438|12.3364596|Salizada Pio X||||||||Salizada Pio Decimo|||||||||||||
145|W166337173|45.437532399999995|12.3374896|Corte Zocchi|||||||||||||||||||||
145|W166337175|45.438075899999994|12.337518800000002|Corte de l'Orso|||||||||||||||||||||
145|W166650916|45.4310386|12.319533900000001||||||||||||||||||||||
145|W166651981|45.4288014|12.315482699999999|Campiello del Vaporetto|||||||||||||||||||||
145|W166866626|45.4267865|12.314096000000001|Campo San Gerardo|||||||||||||||||||||
145|W166993913|45.432711700000006|12.3159043|Fondamenta Tron|||||||||||||||||||||
145|W167899247|45.437089799999995|12.3368837|Corte del Sabion|||||||||||||||||||||
145|W168290143|45.436157|12.3373437|Corte Tramontin|||||||||||||||||||||
145|W169217798|45.4375985|12.3383437|Campo San Lio|||||||||||it:Campo San Lio||||||||||
145|W169276670|45.4369901|12.3377882|Campo della Fava|||||||||||||||||||||
72|W169276674|45.4369255|12.3383883||||||||||||||||||||||
145|W169337112|45.4367265|12.338033099999999|Corte Rubbi|||||||||||||||||||||
145|W169386380|45.4367245|12.3384165|Corte Licini|||||||||||||||||||||
145|W169453900|45.4371115|12.3389587|Corte Perini|||||||||||||||||||||
145|W169453901|45.436791299999996|12.339507000000001|Corte Sant'Antonio|||||||||||||||||||||
145|W170205739|45.436296399999996|12.3402652|Corte dei Frutarioli|||||||||||||||||||||
33|W170235724|45.44036129999999|12.343466000000001|Ospedale Santi Giovanni e Paolo|hospital|||||||Ospedale civile di Venezia|||||||||||||
145|W171378507|45.43784829999999|12.3416175|Campiello Trevisan|||||||||||||||||||||
145|W171402551|45.4378965|12.3422883|Campiello del Tintor||||||||Campiello de la Malvasia|||||||||||||
145|W171606228|45.43739179999999|12.3420705|Campiello dei Orbi|||||||||||||||||||||
145|W171606230|45.437489|12.3418153|Corte dei Orbi|||||||||||||||||||||
145|W171606231|45.437510100000004|12.3416209|Corte del Cafeter|||||||||||||||||||||
145|W171606232|45.4377424|12.3412699|Corte del Pestrin|||||||||||||||||||||
145|W171671038|45.438833|12.3415732|Corte Bressana|||||||||||||||||||||
145|W172223956|45.430624|12.3556683|Rio Terà del Fomer|||||||||||||||||||||
145|W172442988|45.4337516|12.322011999999999|Campo dei Carmini|||||||||||it:Campo dei Carmini||||||||||
145|W172442990|45.4330396|12.325005099999998|Campo San Barnaba|||||||||||it:Campo San Barnaba||||||||||
145|W172447974|45.434240700000004|12.3257312|Campiello dei Squelini|||||||||||||||||||||
145|W172447978|45.4311644|12.3208019|Campo de San Basegio|||||||||||it:Campo San Basegio||||||||||
145|W172447986|45.4316191|12.323700099999998|Rio Terà Ognisanti|||||||||||||||||||||
145|W172447997|45.4323183|12.323712800000001|Campiello del Squero|||||||||||||||||||||
171|W172448007|45.4342265|12.3205255||||||||||||||||||||||
171|W172448008|45.4360604|12.3243948||||||||||||||||||||||
145|W172450435|45.432238700000006|12.315814300000001|Campiello de l'oratorio|||||||||||||||||||||
145|W172450439|45.4325696|12.3156602|Campo San Nicolo de Mendicoli|||||||||||||||||||||
145|W172450445|45.4327584|12.3167821|Rielo|||||||||||||||||||||
171|W172989181|45.4371671|12.3195556||||||||||||||||||||||
145|W172989185|45.4370727|12.3194668||||||||||||||||||||||
145|W172989188|45.437315000000005|12.3203583|Campiello dei Lavadori de Lana|||||||||||||||||||||
171|W172989189|45.43551179999999|12.315975300000002|Rio di Santa Marta|||||||||||||||||||||
171|W172989194|45.4366597|12.3179905|Rio delle Burchielle|||||||||||||||||||||
145|W173196994|45.4378222|12.3323414|Campo Sant' Aponal|||||||||||||||||||||
145|W173197014|45.439604100000004|12.3319841|Campo San Cassan|||||||||||||||||||||
145|W173197027|45.4375503|12.328574900000001|Corte Amaltea|||||||||||||||||||||
145|W173197077|45.437721999999994|12.3263088|Rio Terà San Tomà|||||||||||||||||||||
145|W173613025|45.4370727|12.3406838|Fondamenta Santa Maria Formosa|||||||||||||||||||||
149|W173619525|45.4337698|12.3279399|Palazzo Grassi|||||||museum||public||it:Palazzo Grassi||||||||||
152|W173619548|45.4339782|12.3283731|Teatrino di Palazzo Grassi|theatre||||||||yes||||||||||||
88|W173638078|45.4382005|12.342262300000002||||||||||||||||||||||
40|W173642917|45.4298141|12.356103300000001||||||||||||||||||||||
40|W173642920|45.43013320000001|12.3550405||||||||||||||||||||||
40|W173642921|45.4292069|12.356154199999999||||||||||||||||||||||
40|W173642924|45.4296185|12.3560154||||||||||||||||||||||
40|W173643054|45.4292824|12.3568067||||||||||||||||||||||
145|W174872841|45.437859499999995|12.3216449|Campazzo dei Tolentini|||||||||||it:Campo dei Tolentini||||||||||
145|W174874899|45.4412643|12.326499400000001|Campiello Rielo|||||||||||||||||||||
145|W174874901|45.441466999999996|12.326277699999999|Campiello Zen|||||||||||||||||||||
145|W174901279|45.4398381|12.325844|Campo dei Tedeschi|||||||||||||||||||||
145|W174901282|45.4400416|12.3257065|Campo Nazario Sauro|||||||||||||||||||||
145|W174901287|45.4405506|12.3242292|Campo Santo|||||||||||||||||||||
145|W174901288|45.4390828|12.3259183|Campiello del Cristo|||||||||||||||||||||
145|W174903719|45.439628000000006|12.3266694|Corte de l'Anatomia o Fiorenzuola|||||||||||||||||||||
145|W174917768|45.4372539|12.327521|Campiello Zen|||||||||||||||||||||
145|W174928960|45.4374485|12.3331014|Campo de San Silvestro|||||||||||||||||||||
145|W174928963|45.4373866|12.331368800000002|Campiello dei Meloni|||||||||||||||||||||
145|W174930621|45.4383402|12.332829199999999|Campiello del Sol|||||||||||||||||||||
145|W174985238|45.4341564|12.3499261|Fondamenta dei Arsenalotti|||||||||||||||||||||
139|W174985246|45.4348448|12.3500722|Torre dell'Arsenale|||||||attraction||yes||||||||||||
72|W174985249|45.434824|12.3503293||||||||||yes||||||||||||
145|W174991099|45.43414779999999|12.3477026||||||||||||||||||||||
145|W174991107|45.4336532|12.3467618|Riva degli Schiavoni|||||||||||||||||||||
145|W175015622|45.4384328|12.3274432|Campiello del Pozzo Longo|||||||||||||||||||||
145|W175015630|45.4384355|12.328151|Campiello Sant'Agostin|||||||||||||||||||||
145|W175015635|45.4394926|12.3285541|Campo San Boldo|||||||||||||||||||||
145|W175015651|45.4379597|12.3286965|Campiello Sanudo|||||||||||||||||||||
145|W175023364|45.439385200000004|12.3335606|Campo de le Becarie|||||||||||||||||||||
145|W175023368|45.439645399999996|12.3315469|Campielo Giovanni Andrea della Croce|||||||||||||||||||||
145|W175023384|45.4414915|12.330836300000001|Campo San Stae|||||||||||it:Campo San Stae||||||||||
145|W175025541|45.439730600000004|12.3344148|Campo della Pescaria|||||||||||||||||||||
145|W175027079|45.438694899999994|12.3329704|Campiello dei Sansoni|||||||||||||||||||||
145|W175078427|45.4397101|12.3304655|Campo Santa Maria Mater Domini|||||||||||||||||||||
161|W174463835|45.437949100000004|12.318772599999999|Piazzale Roma|bus_station||yes||||||||it:Piazzale Roma||||||||||
40|W174476472|45.4384636|12.3207241|Giardini Papadopoli|||||||||||||||||||||
145|W174476483|45.436249600000004|12.3221221|Corte Surian|||||||||||||||||||||
145|W174487994|45.435419399999994|12.324484199999999|Campo San Pantalon|||||||||||||||||||||
145|W174487995|45.4358361|12.321974800000001|Corte del Basegò|||||||||||||||||||||
145|W174487996|45.4353051|12.324088099999999|Corte dei Formacier|||||||||||||||||||||
145|W174579766|45.432682799999995|12.317085699999998|Campiello San Lorenzo|||||||||||||||||||||
145|W174579768|45.432176899999995|12.3190277|Campo de l'Anzolo Rafael|||||||||||||||||||||
145|W174582201|45.4320623|12.320144099999998|Campo San Sebastian|||||||||||it:Campo San Sebastian||||||||||
145|W174582208|45.4324256|12.319422900000001|Campo drio il Cimitero|||||||||||||||||||||
145|W174582210|45.432238500000004|12.3198153|Campiello del Squero|||||||||||||||||||||
145|W174582211|45.4321175|12.319587|Campazzo San Sebastian|||||||||||||||||||||
145|W174586165|45.4335975|12.3241308|Rio Terà Canal|||||||||||||||||||||
145|W174691311|45.4295328|12.3314905|Rio Terà San Vio|||||||||||||||||||||
145|W174693567|45.4295828|12.333687199999998||||||||||||||||||||||
145|W174720389|45.4311197|12.3233428|Campo de Ognisanti|||||||||||||||||||||
145|W174720393|45.429973100000005|12.3256504|Campiello del Magazen|||||||||||||||||||||
22|W174748845|45.43176679999999|12.316668400000001|Iuav - Sede Magazzino 7|||||||||university||||||||||||
145|W174760549|45.4341211|12.3244756|Campiello Cappello|||||||||||||||||||||
145|W174760550|45.4320239|12.3222173|Corte del Zucaro|||||||||||||||||||||
145|W174760553|45.4334518|12.3254416|Corte dei Furlani|||||||||||||||||||||
145|W174760554|45.43416|12.324722099999999|Campiello de la Vida|||||||||||||||||||||
145|W174783079|45.4359864|12.323965199999998|Campiello Mosca|||||||||||||||||||||
145|W174787048|45.43610220000001|12.327815|Campiello San Tomà|||||||||||||||||||||
145|W174787049|45.4360494|12.3273724|Campo San Tomà|||||||||||it:Campo San Tomà||||||||||
145|W174871503|45.4365345|12.324861|Campo de CastelForte|||||||||||||||||||||
145|W175659941|45.4354963|12.3304931|Corte del Teatro|||||||||||||||||||||
145|W175659967|45.43379470000001|12.3340222|Campo San Fantin|||||||||||||||||||||
145|W175659972|45.433096299999995|12.3357566|Campo San Moisè|||||||||||||||||||||
145|W175820922|45.4336774|12.341678|Riva degli Schiavoni|||||||||||||||||||||
145|W175820932|45.43331920000001|12.3400371|||||||||Molo di San Marco|||||||||||||
145|W175820935|45.4338925|12.3449118|Riva degli Schiavoni|||||||||||||||||||||
145|W175821147|45.438186|12.347567800000002|Campo San Francesco||||||||Campo San Francesco della Vigna|||||||||||||
145|W175821523|45.4394206|12.334827699999998|Casaria|||||||||||||||||||||
145|W175855788|45.4309616|12.327539699999999|Campiello Calbo|||||||||||||||||||||
171|W175911374|45.4379814|12.3305963||||||||||||||||||||||
171|W176184203|45.429731700000005|12.3327538|Rio de la Fornasa|||||||||||||||||||||
171|W176186685|45.4297826|12.330931|Rio de le Toresele|||||||||||||||||||||
145|W177126474|45.4385411|12.3423079|Corte Botera|||||||||||||||||||||
145|W177126481|45.4385041|12.3430355|Corte del Paruchier|||||||||||||||||||||
40|W178848001|45.4324946|12.3147922||||||||||||||||||||||
40|W178848002|45.4316913|12.3148569||||||||||||||||||||||
40|W178848003|45.43226|12.3148128||||||||||||||||||||||
40|W178848004|45.4329245|12.314754400000002||||||||||||||||||||||
40|W178848005|45.4327468|12.31477||||||||||||||||||||||
21|W178854224|45.4261489|12.315201400000001|Remiera Università Ca' Foscari e IUAV|||||||||school||||||||||||
145|W180048047|45.4461903|12.3324284|Campo Madonna dell'Orto|||||||||||||||||||||
145|W180048048|45.443755100000004|12.335060400000001|Campo de l'Abazia|||||||||||||||||||||
145|W180048102|45.4431273|12.3320538|Campo Santa Fosca|||||||||||||||||||||
145|W180048120|45.4455466|12.3320975|Campo dei Mori|||||||||||||||||||||
145|W180049986|45.4442379|12.333434500000001|Campiello Trevisan|||||||||||||||||||||
145|W180119062|45.4383706|12.3348465|Campo Rialto Novo|||||||||||||||||||||
145|W180119063|45.432804499999996|12.3283087|Corte del Duca Sforza|||||||||||||||||||||
145|W180119116|45.438852000000004|12.335628999999999|Erbaria|||||||||||||||||||||
145|W180930394|45.4347075|12.336737699999999|Campo San Gallo||||||||Campo Rùsolo|||||||||||||
145|W180931415|45.433770200000005|12.3331748|Corte del Tagiapiera|||||||||||||||||||||
145|W180931416|45.43327670000001|12.3325919|Campiello dei Calegheri|||||||||||||||||||||
145|W180933262|45.4358346|12.335224900000002|Campo San Luca|||||||||||it:Campo San Luca||||||||||
145|W180933263|45.43543270000001|12.3355385|Corte del Forno Vecio|||||||||||||||||||||
145|W180954103|45.4329706|12.3354128|Campiello Barozzi|||||||||||||||||||||
145|W180954104|45.4321626|12.3343566|Campiello Contarini|||||||||||||||||||||
145|W180954107|45.4324316|12.335500699999999|Corte Barozzi|||||||||||||||||||||
145|W180954108|45.433698299999996|12.336267|Corte Contarina|||||||||||||||||||||
145|W180954131|45.4320964|12.333767||||||||||||||||||||||
145|W181061846|45.4326454|12.332418400000002|Campiello de la Feltrina|||||||||||||||||||||
145|W181063193|45.432412299999996|12.3303446|Campo Pisani|||||||||||||||||||||
145|W181460186|45.434209499999994|12.329476699999999|Salizada San Samuele|||||||||||||||||||||
145|W181461728|45.433654499999996|12.3291174|Corte Moretta|||||||||||||||||||||
145|W181464850|45.435738799999996|12.3341138|Campiello de la Chiesa|||||||||||||||||||||
145|W181464853|45.4346236|12.333405599999999|Corte Balbi o Morosini|||||||||||||||||||||
145|W181580017|45.4348615|12.337993699999998|Corte Torretta|||||||||||||||||||||
145|W181582316|45.4359196|12.3384478|Campiello San Zulian|||||||||||||||||||||
145|W181582319|45.4355136|12.3372947|Corte Gragolina|||||||||||||||||||||
145|W181582322|45.4345189|12.3373481|Corte delle Ancore|||||||||||||||||||||
145|W181588815|45.4358614|12.339064|Campiello del Vin|||||||||||||||||||||
145|W181588823|45.435522399999996|12.3395445|Corte Quartier|||||||||||||||||||||
145|W181588829|45.4357034|12.3394224|Corte del Forno|||||||||||||||||||||
145|W181632950|45.437971000000005|12.3467592|Corte de la Pietà|||||||||||||||||||||
145|W181632953|45.435827200000006|12.345107400000002|Campiello de la Fraterna|||||||||||||||||||||
131|W181732582|45.431325|12.354213|||||||||||||||||||||soccer|
145|W183218047|45.4324045|12.3570053|Campiello Correra|||||||||||||||||||||
132|W183404050|45.4466383|12.332184800000002|||||||||||||||||||||multi|
171|W196891910|45.437384|12.3217555||||||||||||||||||||||
134|W198944090|45.436255100000004|12.350081800000002|||||||||||||||||||||tennis|
139|W199258374|45.4380391|12.335925900000001|Ponte di Rialto|||||||attraction||||it:Ponte di Rialto||||||||||
50|W205848942|45.4330778|12.3315991|Chiesa di San Maurizio|place_of_worship||no||||||church||it:Chiesa di San Maurizio (Venezia)||||||catholic||||
50|W205849816|45.4285873|12.3317195|Chiesa dello Spirito Santo|place_of_worship||||||||church||it:Chiesa dello Spirito Santo (Venezia)||||||catholic||||
50|W205850072|45.4295612|12.3266179|Chiesa di Santa Maria della Visitazione|place_of_worship||||||||church||it:Chiesa di Santa Maria della Visitazione (Venezia)||||||roman_catholic||||
11|W206333242|45.433479600000005|12.3392359|Biblioteca Nazionale Marciana|library||||||attraction|Palazzo della Libreria Sansoviniana|public|Mo-Fr 08:00-19:00; Sa 08:00-13:30; Su off; |it:Biblioteca nazionale Marciana|||||+39 041 2407211|||||
145|W215471539|45.434951|12.335073699999999|Corte Coppo|||||||||||||||||||||
134|W215474790|45.4391685|12.3285737|||||||||||||||||||||tennis|
67|W216882411|45.44379620000001|12.328141|Cannaregio|||||||||||it:Cannaregio||||||||||
67|W216882423|45.434621500000006|12.3503901|Castello|||||||||||it:Castello (sestiere di Venezia)||||||||||
67|W216882424|45.4331072|12.3232985|Dorsoduro|||||||||||it:Dorsoduro||||||||||
67|W216882425|45.425863299999996|12.3294135|Giudecca|||||||||||||||||||||
67|W216882427|45.426995|12.314440699999999|Sacca Fisola|||||||||||it:Sacca Fisola||||||||||
40|W216882428|45.4269026|12.3093525|Sacca San Biagio|||||||||||it:Sacca San Biagio||||||||||
67|W216882429|45.4349091|12.334138699999999|San Marco|||||||||||it:San Marco (sestiere di Venezia)||||||||||
67|W216882430|45.4379744|12.3295259|San Polo|||||||||||it:San Polo (sestiere di Venezia)||||||||||
67|W216882432|45.4385958|12.323803100000001|Santa Croce|||||||||||it:Santa Croce (sestiere di Venezia)||||||||||
145|W217011524|45.4324061|12.355904800000001||||||||||||||||||||||
145|W218723103|45.4377537|12.349548|Campo della Celestia|||||||||||||||||||||
145|W218947196|45.4333461|12.356572400000001|Campiello della Colomba|||||||||||||||||||||
145|W219330224|45.4341717|12.3577599|Campiello del Terco|||||||||||||||||||||
171|W222465066|45.432782200000005|12.3356987||||||||||||||||||||||
27|W228612577|45.436437|12.325947900000001|Gelateria Millevoglie|ice_cream||||||||yes||||||||||||
29|W228612578|45.4386811|12.331122599999999|Trattoria Antiche Carampane|restaurant||||||||yes|||||||+39 041 5240165|||||
171|W228683643|45.424261|12.3334663|Rio della Croce|||||||||||||||||||||
40|W232348913|45.427398|12.361367|Campo dell' Indipendenza|||||||||||||||||||||
98|W233887039|45.439594299999996|12.3345758|Rialto Market|marketplace||||||||||||||||||||
13|W235850266|45.427822|12.341707300000001|Guardia di Finanza|police||||||||house||||||||||||
171|W236743212|45.4267497|12.363474499999999||||||||||||||||||||||
145|W237911122|45.4310271|12.3526186||||||||||||||||||||||
171|W237920749|45.4480974|12.325519900000002|Rio dei Riformati|||||||||||||||||||||
40|W240491252|45.4428696|12.3205511||||||||||||||||||||||
145|W240491315|45.443754|12.3217233||||||||||||||||||||||
145|W240491316|45.443870000000004|12.3218153||||||||||||||||||||||
145|W240491317|45.4436375|12.3216309||||||||||||||||||||||
145|W240491318|45.4435456|12.321558||||||||||||||||||||||
145|W240496221|45.4461033|12.324086300000001|Campiello del Batelo|||||||||||||||||||||
145|W240496222|45.447514899999994|12.3252036|Campiello della Fornasa Vecia|||||||||||||||||||||
145|W240496223|45.4454111|12.323229199999998|Cortile dei Vedei|||||||||||||||||||||
40|W240509656|45.444311299999995|12.3229868||||||||||||||||||||||
145|W240909077|45.448502500000004|12.329265199999998|Fondamenta Generale Giuseppe Giuriati|||||||||||||||||||||
40|W240909080|45.447977200000004|12.3276739|Parco Villa Groggia|||||||||||||||||||||
152|W240909092|45.4477088|12.327458|Teatrino Groggia|theatre||||||||yes||||||||||||
40|W240909093|45.4474037|12.3258724||||||||||||||||||||||
145|W240933143|45.443867600000004|12.330117900000001|Campiello Volto Santo|||||||||||||||||||||
145|W240933148|45.4439142|12.329311800000001|Campiello de l'Anconeta|||||||||||||||||||||
145|W240952026|45.4446059|12.3209299|Campiello Santa Maria de la Pazienza|||||||||||||||||||||
145|W241075506|45.445807|12.3189075|Campiello de la Grana|||||||||||||||||||||
145|W241075508|45.4456279|12.318901199999999|Campiello del Scarlatto|||||||||||||||||||||
22|W241097113|45.4443808|12.3179393|Biblioteca di Economia|||||||||university||||||||||||
145|W241097123|45.4453167|12.3180731|Campiello de la Lavander|||||||||||||||||||||
145|W241097124|45.445957799999995|12.31875|Campo de le Becarie||||||||Campiello de le Becarie|||||||||||||
22|W241097125|45.44615039999999|12.3179799||||||||||university||||||||||||
22|W241097126|45.445857399999994|12.3179541|San Giobbe Università Ca' Foscari - Economia|university||||||||||||||||||||
40|W241097127|45.445403000000006|12.3173338||||||||||||||||||||||
40|W241097128|45.44548220000001|12.3172036||||||||||||||||||||||
40|W241097129|45.4455729|12.3170511||||||||||||||||||||||
145|W241795507|45.4438333|12.3291287|Campiello del Boter|||||||||||||||||||||
102|W241795515|45.443864700000006|12.329147599999999|||newsagent|||||||yes||||||||||||
72|W252637693|45.434036600000006|12.3390462|Campanile di San Marco|||yes||||attraction||yes||it:Campanile di San Marco||||||||||
18|W254031602|45.447795899999996|12.345751||||||||||||||||||||||
18|W254031604|45.446337899999996|12.344008500000001||||||||||||||||||||||
18|W254031607|45.4466381|12.345925099999999||||||||||||||||||||||
18|W254031608|45.4451898|12.3459587||||||||||||||||||||||
18|W254031609|45.446646799999996|12.347690199999999||||||||||||||||||||||
18|W254036570|45.4479344|12.347572300000001||||||||||||||||||||||
171|W255940620|45.43453970000001|12.3186356||||||||||||||||||||||
171|W256289605|45.4380904|12.344059399999999|Rio de San Giovanni Laterano|||||||||||||||||||||
171|W256289606|45.435868400000004|12.344409800000001|Rio di San Lorenzo|||||||||||||||||||||
171|W256294433|45.4356521|12.3204076|Rio dei tre ponti|||||||||||||||||||||
171|W256294434|45.4352201|12.3206431|Rio delle Botte|||||||||||||||||||||
171|W258635673|45.4446532|12.3313059|Rio della Misericórdia|||||||||||||||||||||
164|W264214971|45.4304902|12.364104300000001|Darsena A.C.T.V.|||||||||||||||||||||
145|W265934987|45.4324597|12.3381306|Giardinetti|||||||||yes||||||||||||
